Id,DateOfPrice,Value
id_4,01/27/2025 00:00:00,12.09
id_0,01/28/2025 00:00:00,17.1
id_1,01/28/2025 00:00:00,21.77
id_2,01/28/2025 00:00:00,15.82
id_3,01/28/2025 00:00:00,11.76
id_4,01/28/2025 00:00:00,12.01
id_0,01/29/2025 00:00:00,16.99
id_1,01/29/2025 00:00:00,21.85
id_2,01/29/2025 00:00:00,15.94
id_3,01/29/2025 00:00:00,11.82
id_4,01/29/2025 00:00:00,12.25
id_0,01/30/2025 00:00:00,16.84
id_1,01/30/2025 00:00:00,21.19
id_2,01/30/2025 00:00:00,15.94
id_3,01/30/2025 00:00:00,11.97
id_4,01/30/2025 00:00:00,12.44
id_0,01/31/2025 00:00:00,16.79
id_1,01/31/2025 00:00:00,19.98
id_2,01/31/2025 00:00:00,16.24
id_3,01/31/2025 00:00:00,12.26
id_4,01/31/2025 00:00:00,12.66
id_0,02/03/2025 00:00:00,16.57
id_1,02/03/2025 00:00:00,19.56
id_2,02/03/2025 00:00:00,16.5
id_3,02/03/2025 00:00:00,12.15
id_4,02/03/2025 00:00:00,13.07
id_0,02/04/2025 00:00:00,16.43
id_1,02/04/2025 00:00:00,19.48
id_2,02/04/2025 00:00:00,16.48
id_3,02/04/2025 00:00:00,12.19
id_4,02/04/2025 00:00:00,12.92
id_0,02/05/2025 00:00:00,16.21
id_1,02/05/2025 00:00:00,19.64
id_2,02/05/2025 00:00:00,16.85
id_3,02/05/2025 00:00:00,11.91
id_4,02/05/2025 00:00:00,13.2
id_0,02/06/2025 00:00:00,16.28
id_1,02/06/2025 00:00:00,20.07
id_2,02/06/2025 00:00:00,16.45
id_3,02/06/2025 00:00:00,12.49
id_4,02/06/2025 00:00:00,13.37
id_0,02/07/2025 00:00:00,16.51
id_1,02/07/2025 00:00:00,21.26
id_2,02/07/2025 00:00:00,16.15
id_3,02/07/2025 00:00:00,13.2
id_4,02/07/2025 00:00:00,13.27
id_0,02/10/2025 00:00:00,16.57
id_1,02/10/2025 00:00:00,21.36
id_2,02/10/2025 00:00:00,16.28
id_3,02/10/2025 00:00:00,13.78
id_4,02/10/2025 00:00:00,13.09
id_0,02/11/2025 00:00:00,16.62
id_1,02/11/2025 00:00:00,21.48
id_2,02/11/2025 00:00:00,16.06
id_3,02/11/2025 00:00:00,14.13
id_4,02/11/2025 00:00:00,13.07
id_0,02/12/2025 00:00:00,16.94
id_1,02/12/2025 00:00:00,21.71
id_2,02/12/2025 00:00:00,15.92
id_3,02/12/2025 00:00:00,14.2
id_4,02/12/2025 00:00:00,12.98
id_0,02/13/2025 00:00:00,16.53
id_1,02/13/2025 00:00:00,21.7
id_2,02/13/2025 00:00:00,16.2
id_3,02/13/2025 00:00:00,14.77
id_4,02/13/2025 00:00:00,12.84
id_0,02/14/2025 00:00:00,16.52
id_1,02/14/2025 00:00:00,21.21
id_2,02/14/2025 00:00:00,16.12
id_3,02/14/2025 00:00:00,14.98
id_4,02/14/2025 00:00:00,13.16
id_0,02/17/2025 00:00:00,16.53
id_1,02/17/2025 00:00:00,21.25
id_2,02/17/2025 00:00:00,16.37
id_3,02/17/2025 00:00:00,15.29
id_4,02/17/2025 00:00:00,13.01
id_0,02/18/2025 00:00:00,16.49
id_1,02/18/2025 00:00:00,20.43
id_2,02/18/2025 00:00:00,16.53
id_3,02/18/2025 00:00:00,15.61
id_4,02/18/2025 00:00:00,13.24
id_0,02/19/2025 00:00:00,16.32
id_1,02/19/2025 00:00:00,20.05
id_2,02/19/2025 00:00:00,16.47
id_3,02/19/2025 00:00:00,16.28
id_4,02/19/2025 00:00:00,12.89
id_0,02/20/2025 00:00:00,16.55
id_1,02/20/2025 00:00:00,19.74
id_2,02/20/2025 00:00:00,16.39
id_3,02/20/2025 00:00:00,16.04
id_4,02/20/2025 00:00:00,12.92
id_0,02/21/2025 00:00:00,16.53
id_1,02/21/2025 00:00:00,19.64
id_2,02/21/2025 00:00:00,16.69
id_3,02/21/2025 00:00:00,16.04
id_4,02/21/2025 00:00:00,12.96
id_0,02/24/2025 00:00:00,16.57
id_1,02/24/2025 00:00:00,19.94
id_2,02/24/2025 00:00:00,16.4
id_3,02/24/2025 00:00:00,15.75
id_4,02/24/2025 00:00:00,13.26
id_0,02/25/2025 00:00:00,16.81
id_1,02/25/2025 00:00:00,19.84
id_2,02/25/2025 00:00:00,16.44
id_3,02/25/2025 00:00:00,16.43
id_4,02/25/2025 00:00:00,13.18
id_0,02/26/2025 00:00:00,17.26
id_1,02/26/2025 00:00:00,19.82
id_2,02/26/2025 00:00:00,16.16
id_3,02/26/2025 00:00:00,16.4
id_4,02/26/2025 00:00:00,13.15
id_0,02/27/2025 00:00:00,17.47
id_1,02/27/2025 00:00:00,19.64
id_2,02/27/2025 00:00:00,16.11
id_3,02/27/2025 00:00:00,16.88
id_4,02/27/2025 00:00:00,12.9
id_0,02/28/2025 00:00:00,17.53
id_1,02/28/2025 00:00:00,19.86
id_2,02/28/2025 00:00:00,16.11
id_3,02/28/2025 00:00:00,17.53
id_4,02/28/2025 00:00:00,13
id_0,03/03/2025 00:00:00,17.56
id_1,03/03/2025 00:00:00,20.2
id_2,03/03/2025 00:00:00,15.87
id_3,03/03/2025 00:00:00,17.42
id_4,03/03/2025 00:00:00,13.08
id_0,03/04/2025 00:00:00,17.6
id_1,03/04/2025 00:00:00,20.14
id_2,03/04/2025 00:00:00,15.92
id_3,03/04/2025 00:00:00,17.28
id_4,03/04/2025 00:00:00,13.02
id_0,03/05/2025 00:00:00,17.31
id_1,03/05/2025 00:00:00,19.91
id_2,03/05/2025 00:00:00,15.88
id_3,03/05/2025 00:00:00,17.01
id_4,03/05/2025 00:00:00,13.36
id_0,03/06/2025 00:00:00,17.27
id_1,03/06/2025 00:00:00,19.61
id_2,03/06/2025 00:00:00,15.74
id_3,03/06/2025 00:00:00,17.06
id_4,03/06/2025 00:00:00,13.28
id_0,03/07/2025 00:00:00,16.85
id_1,03/07/2025 00:00:00,19.52
id_2,03/07/2025 00:00:00,16.03
id_3,03/07/2025 00:00:00,17.45
id_4,03/07/2025 00:00:00,13.73
id_0,03/10/2025 00:00:00,16.54
id_1,03/10/2025 00:00:00,19.61
id_2,03/10/2025 00:00:00,16.31
id_3,03/10/2025 00:00:00,17.29
id_4,03/10/2025 00:00:00,14.25
id_0,03/11/2025 00:00:00,16.76
id_1,03/11/2025 00:00:00,19.27
id_2,03/11/2025 00:00:00,16.4
id_3,03/11/2025 00:00:00,16.52
id_4,03/11/2025 00:00:00,14.55
id_0,03/12/2025 00:00:00,16.92
id_1,03/12/2025 00:00:00,19.18
id_2,03/12/2025 00:00:00,16.7
id_3,03/12/2025 00:00:00,16.34
id_4,03/12/2025 00:00:00,14.47
id_0,03/13/2025 00:00:00,17.1
id_1,03/13/2025 00:00:00,19.17
id_2,03/13/2025 00:00:00,16.41
id_3,03/13/2025 00:00:00,17.13
id_4,03/13/2025 00:00:00,14.88
id_0,03/14/2025 00:00:00,17.18
id_1,03/14/2025 00:00:00,19.04
id_2,03/14/2025 00:00:00,16.6
id_3,03/14/2025 00:00:00,17.04
id_4,03/14/2025 00:00:00,15.69
id_0,03/17/2025 00:00:00,17.28
id_1,03/17/2025 00:00:00,19.51
id_2,03/17/2025 00:00:00,16.41
id_3,03/17/2025 00:00:00,17.36
id_4,03/17/2025 00:00:00,15.83
id_0,03/18/2025 00:00:00,17.08
id_1,03/18/2025 00:00:00,19.1
id_2,03/18/2025 00:00:00,16.66
id_3,03/18/2025 00:00:00,17.26
id_4,03/18/2025 00:00:00,15.85
id_0,03/19/2025 00:00:00,17.16
id_1,03/19/2025 00:00:00,18.93
id_2,03/19/2025 00:00:00,16.72
id_3,03/19/2025 00:00:00,17.64
id_4,03/19/2025 00:00:00,15.46
id_0,03/20/2025 00:00:00,17.45
id_1,03/20/2025 00:00:00,18.56
id_2,03/20/2025 00:00:00,16.8
id_3,03/20/2025 00:00:00,16.79
id_4,03/20/2025 00:00:00,15.45
id_0,03/21/2025 00:00:00,17.8
id_1,03/21/2025 00:00:00,18.55
id_2,03/21/2025 00:00:00,16.75
id_3,03/21/2025 00:00:00,16.63
id_4,03/21/2025 00:00:00,15.01
id_0,03/24/2025 00:00:00,17.48
id_1,03/24/2025 00:00:00,18.44
id_2,03/24/2025 00:00:00,16.52
id_3,03/24/2025 00:00:00,17.29
id_4,03/24/2025 00:00:00,15.36
id_0,03/25/2025 00:00:00,17.4
id_1,03/25/2025 00:00:00,18.83
id_2,03/25/2025 00:00:00,16.3
id_3,03/25/2025 00:00:00,16.94
id_4,03/25/2025 00:00:00,15.26
id_0,03/26/2025 00:00:00,17.59
id_1,03/26/2025 00:00:00,19.07
id_2,03/26/2025 00:00:00,16.05
id_3,03/26/2025 00:00:00,16.77
id_4,03/26/2025 00:00:00,16.15
id_0,03/27/2025 00:00:00,17.24
id_1,03/27/2025 00:00:00,19.15
id_2,03/27/2025 00:00:00,16.39
id_3,03/27/2025 00:00:00,17.21
id_4,03/27/2025 00:00:00,15.91
id_0,03/28/2025 00:00:00,17.39
id_1,03/28/2025 00:00:00,19.86
id_2,03/28/2025 00:00:00,16.3
id_3,03/28/2025 00:00:00,16.96
id_4,03/28/2025 00:00:00,15.53
id_0,03/31/2025 00:00:00,17.15
id_1,03/31/2025 00:00:00,19.73
id_2,03/31/2025 00:00:00,16.34
id_3,03/31/2025 00:00:00,16.4
id_4,03/31/2025 00:00:00,16.07
id_0,04/01/2025 00:00:00,17
id_1,04/01/2025 00:00:00,19.75
id_2,04/01/2025 00:00:00,16.29
id_3,04/01/2025 00:00:00,16.74
id_4,04/01/2025 00:00:00,16.11
id_0,04/02/2025 00:00:00,17.13
id_1,04/02/2025 00:00:00,19.74
id_2,04/02/2025 00:00:00,16.4
id_3,04/02/2025 00:00:00,17.38
id_4,04/02/2025 00:00:00,15.99
id_0,04/03/2025 00:00:00,16.8
id_1,04/03/2025 00:00:00,19.89
id_2,04/03/2025 00:00:00,16.7
id_3,04/03/2025 00:00:00,17.24
id_4,04/03/2025 00:00:00,16.53
id_0,04/04/2025 00:00:00,16.6
id_1,04/04/2025 00:00:00,20.09
id_2,04/04/2025 00:00:00,17.09
id_3,04/04/2025 00:00:00,16.65
id_4,04/04/2025 00:00:00,16.8
id_0,04/07/2025 00:00:00,16.87
id_1,04/07/2025 00:00:00,21.1
id_2,04/07/2025 00:00:00,16.36
id_3,04/07/2025 00:00:00,16.52
id_4,04/07/2025 00:00:00,17.37
id_0,04/08/2025 00:00:00,16.58
id_1,04/08/2025 00:00:00,21.32
id_2,04/08/2025 00:00:00,16.57
id_3,04/08/2025 00:00:00,17.05
id_4,04/08/2025 00:00:00,17.23
id_0,04/09/2025 00:00:00,16.54
id_1,04/09/2025 00:00:00,20.8
id_2,04/09/2025 00:00:00,16.4
id_3,04/09/2025 00:00:00,16.97
id_4,04/09/2025 00:00:00,17.42
id_0,04/10/2025 00:00:00,16.17
id_1,04/10/2025 00:00:00,20.1
id_2,04/10/2025 00:00:00,16.47
id_3,04/10/2025 00:00:00,17.65
id_4,04/10/2025 00:00:00,17.8
id_0,04/11/2025 00:00:00,16.03
id_1,04/11/2025 00:00:00,20.09
id_2,04/11/2025 00:00:00,16.96
id_3,04/11/2025 00:00:00,17.36
id_4,04/11/2025 00:00:00,17.89
id_0,04/14/2025 00:00:00,16.41
id_1,04/14/2025 00:00:00,20.25
id_2,04/14/2025 00:00:00,16.36
id_3,04/14/2025 00:00:00,18.27
id_4,04/14/2025 00:00:00,17.64
id_0,04/15/2025 00:00:00,16.31
id_1,04/15/2025 00:00:00,20.06
id_2,04/15/2025 00:00:00,16.01
id_3,04/15/2025 00:00:00,17.66
id_4,04/15/2025 00:00:00,18.43
id_0,04/16/2025 00:00:00,16.44
id_1,04/16/2025 00:00:00,19.52
id_2,04/16/2025 00:00:00,16.3
id_3,04/16/2025 00:00:00,17.67
id_4,04/16/2025 00:00:00,18.55
id_0,04/17/2025 00:00:00,16.13
id_1,04/17/2025 00:00:00,19.04
id_2,04/17/2025 00:00:00,16.73
id_3,04/17/2025 00:00:00,17.23
id_4,04/17/2025 00:00:00,18.58
id_0,04/22/2025 00:00:00,16.17
id_1,04/22/2025 00:00:00,18.99
id_2,04/22/2025 00:00:00,17.08
id_3,04/22/2025 00:00:00,17.71
id_4,04/22/2025 00:00:00,18.83
id_0,04/23/2025 00:00:00,15.65
id_1,04/23/2025 00:00:00,18.24
id_2,04/23/2025 00:00:00,17.39
id_3,04/23/2025 00:00:00,18.49
id_4,04/23/2025 00:00:00,19.33
id_0,04/24/2025 00:00:00,15.92
id_1,04/24/2025 00:00:00,19.36
id_2,04/24/2025 00:00:00,17.13
id_3,04/24/2025 00:00:00,17.98
id_4,04/24/2025 00:00:00,19.03
id_0,04/25/2025 00:00:00,15.98
id_1,04/25/2025 00:00:00,19.04
id_2,04/25/2025 00:00:00,17.05
id_3,04/25/2025 00:00:00,18.63
id_4,04/25/2025 00:00:00,19.42
id_0,04/28/2025 00:00:00,15.93
id_1,04/28/2025 00:00:00,18.36
id_2,04/28/2025 00:00:00,17.49
id_3,04/28/2025 00:00:00,17.94
id_4,04/28/2025 00:00:00,20.63
id_0,04/29/2025 00:00:00,15.89
id_1,04/29/2025 00:00:00,19.06
id_2,04/29/2025 00:00:00,17.19
id_3,04/29/2025 00:00:00,18.08
id_4,04/29/2025 00:00:00,20.95
id_0,04/30/2025 00:00:00,15.56
id_1,04/30/2025 00:00:00,18.77
id_2,04/30/2025 00:00:00,17.47
id_3,04/30/2025 00:00:00,18.79
id_4,04/30/2025 00:00:00,21.05
id_0,05/01/2025 00:00:00,15.24
id_1,05/01/2025 00:00:00,18.09
id_2,05/01/2025 00:00:00,18.01
id_3,05/01/2025 00:00:00,18.83
id_4,05/01/2025 00:00:00,21.58
id_0,05/02/2025 00:00:00,15.17
id_1,05/02/2025 00:00:00,18.17
id_2,05/02/2025 00:00:00,17.87
id_3,05/02/2025 00:00:00,18.89
id_4,05/02/2025 00:00:00,21.55
id_0,05/05/2025 00:00:00,15.28
id_1,05/05/2025 00:00:00,17.65
id_2,05/05/2025 00:00:00,17.94
id_3,05/05/2025 00:00:00,18.42
id_4,05/05/2025 00:00:00,21.27
id_0,05/06/2025 00:00:00,15.14
id_1,05/06/2025 00:00:00,17.65
id_2,05/06/2025 00:00:00,18.2
id_3,05/06/2025 00:00:00,19.12
id_4,05/06/2025 00:00:00,20.99
