Id,DateOfPrice,Value
id_4,04/11/2025 00:00:00,13
id_5,04/11/2025 00:00:00,15.24
id_6,04/11/2025 00:00:00,20.12
id_7,04/11/2025 00:00:00,17.69
id_0,04/14/2025 00:00:00,15.01
id_1,04/14/2025 00:00:00,14.59
id_2,04/14/2025 00:00:00,20.55
id_3,04/14/2025 00:00:00,16.72
id_4,04/14/2025 00:00:00,12.8
id_5,04/14/2025 00:00:00,15.21
id_6,04/14/2025 00:00:00,20.09
id_7,04/14/2025 00:00:00,17.67
id_0,04/15/2025 00:00:00,15.25
id_1,04/15/2025 00:00:00,15.31
id_2,04/15/2025 00:00:00,21.6
id_3,04/15/2025 00:00:00,16.49
id_4,04/15/2025 00:00:00,12.67
id_5,04/15/2025 00:00:00,14.94
id_6,04/15/2025 00:00:00,19.95
id_7,04/15/2025 00:00:00,17.5
id_0,04/16/2025 00:00:00,15.14
id_1,04/16/2025 00:00:00,14.94
id_2,04/16/2025 00:00:00,21.73
id_3,04/16/2025 00:00:00,16.42
id_4,04/16/2025 00:00:00,12.69
id_5,04/16/2025 00:00:00,14.85
id_6,04/16/2025 00:00:00,19.78
id_7,04/16/2025 00:00:00,17.54
id_0,04/17/2025 00:00:00,14.96
id_1,04/17/2025 00:00:00,14.68
id_2,04/17/2025 00:00:00,21.35
id_3,04/17/2025 00:00:00,16.87
id_4,04/17/2025 00:00:00,12.84
id_5,04/17/2025 00:00:00,14.87
id_6,04/17/2025 00:00:00,20.12
id_7,04/17/2025 00:00:00,17.61
id_0,04/22/2025 00:00:00,14.98
id_1,04/22/2025 00:00:00,14.71
id_2,04/22/2025 00:00:00,21.92
id_3,04/22/2025 00:00:00,17.7
id_4,04/22/2025 00:00:00,12.83
id_5,04/22/2025 00:00:00,14.7
id_6,04/22/2025 00:00:00,20.36
id_7,04/22/2025 00:00:00,17.63
id_0,04/23/2025 00:00:00,14.99
id_1,04/23/2025 00:00:00,14.86
id_2,04/23/2025 00:00:00,22.15
id_3,04/23/2025 00:00:00,17.74
id_4,04/23/2025 00:00:00,12.54
id_5,04/23/2025 00:00:00,14.54
id_6,04/23/2025 00:00:00,20.45
id_7,04/23/2025 00:00:00,17.56
id_0,04/24/2025 00:00:00,14.98
id_1,04/24/2025 00:00:00,14.36
id_2,04/24/2025 00:00:00,21.3
id_3,04/24/2025 00:00:00,18.95
id_4,04/24/2025 00:00:00,12.72
id_5,04/24/2025 00:00:00,14.48
id_6,04/24/2025 00:00:00,19.96
id_7,04/24/2025 00:00:00,17.79
id_0,04/25/2025 00:00:00,15.24
id_1,04/25/2025 00:00:00,13.73
id_2,04/25/2025 00:00:00,20.91
id_3,04/25/2025 00:00:00,19.22
id_4,04/25/2025 00:00:00,12.54
id_5,04/25/2025 00:00:00,14.57
id_6,04/25/2025 00:00:00,19.87
id_7,04/25/2025 00:00:00,17.87
id_0,04/28/2025 00:00:00,15.25
id_1,04/28/2025 00:00:00,13.69
id_2,04/28/2025 00:00:00,20.56
id_3,04/28/2025 00:00:00,19.12
id_4,04/28/2025 00:00:00,12.68
id_5,04/28/2025 00:00:00,14.46
id_6,04/28/2025 00:00:00,20
id_7,04/28/2025 00:00:00,17.66
id_0,04/29/2025 00:00:00,15.08
id_1,04/29/2025 00:00:00,13.13
id_2,04/29/2025 00:00:00,19.29
id_3,04/29/2025 00:00:00,19.55
id_4,04/29/2025 00:00:00,12.73
id_5,04/29/2025 00:00:00,14.43
id_6,04/29/2025 00:00:00,20.28
id_7,04/29/2025 00:00:00,17.95
id_0,04/30/2025 00:00:00,15.11
id_1,04/30/2025 00:00:00,13.11
id_2,04/30/2025 00:00:00,19.24
id_3,04/30/2025 00:00:00,20.26
id_4,04/30/2025 00:00:00,12.68
id_5,04/30/2025 00:00:00,14.41
id_6,04/30/2025 00:00:00,20.25
id_7,04/30/2025 00:00:00,17.8
id_0,05/01/2025 00:00:00,15.27
id_1,05/01/2025 00:00:00,13.12
id_2,05/01/2025 00:00:00,19.69
id_3,05/01/2025 00:00:00,20.93
id_4,05/01/2025 00:00:00,12.74
id_5,05/01/2025 00:00:00,14.22
id_6,05/01/2025 00:00:00,20.33
id_7,05/01/2025 00:00:00,17.8
id_0,05/02/2025 00:00:00,15.51
id_1,05/02/2025 00:00:00,13.21
id_2,05/02/2025 00:00:00,19.28
id_3,05/02/2025 00:00:00,20.99
id_4,05/02/2025 00:00:00,12.84
id_5,05/02/2025 00:00:00,14.03
id_6,05/02/2025 00:00:00,20.29
id_7,05/02/2025 00:00:00,17.85
id_0,05/05/2025 00:00:00,15.53
id_1,05/05/2025 00:00:00,13.58
