Id,DateOfPrice,Value
id_0,01/28/2025 00:00:00,12.23
id_1,01/28/2025 00:00:00,17.51
id_2,01/28/2025 00:00:00,10.95
id_3,01/28/2025 00:00:00,17.42
id_4,01/28/2025 00:00:00,15.3
id_5,01/28/2025 00:00:00,9.2
id_6,01/28/2025 00:00:00,9.04
id_7,01/28/2025 00:00:00,10.91
id_0,01/29/2025 00:00:00,12.27
id_1,01/29/2025 00:00:00,18.06
id_2,01/29/2025 00:00:00,11.28
id_3,01/29/2025 00:00:00,18.06
id_4,01/29/2025 00:00:00,14.87
id_5,01/29/2025 00:00:00,9.18
id_6,01/29/2025 00:00:00,8.97
id_7,01/29/2025 00:00:00,10.82
id_0,01/30/2025 00:00:00,12.35
id_1,01/30/2025 00:00:00,17.8
id_2,01/30/2025 00:00:00,11.25
id_3,01/30/2025 00:00:00,17.95
id_4,01/30/2025 00:00:00,15.18
id_5,01/30/2025 00:00:00,9.35
id_6,01/30/2025 00:00:00,9.13
id_7,01/30/2025 00:00:00,10.66
id_0,01/31/2025 00:00:00,12.18
id_1,01/31/2025 00:00:00,17.5
id_2,01/31/2025 00:00:00,11.46
id_3,01/31/2025 00:00:00,17.71
id_4,01/31/2025 00:00:00,15.18
id_5,01/31/2025 00:00:00,9.43
id_6,01/31/2025 00:00:00,9.23
id_7,01/31/2025 00:00:00,10.95
id_0,02/03/2025 00:00:00,12.15
id_1,02/03/2025 00:00:00,16.95
id_2,02/03/2025 00:00:00,10.94
id_3,02/03/2025 00:00:00,17.91
id_4,02/03/2025 00:00:00,15.43
id_5,02/03/2025 00:00:00,9.53
id_6,02/03/2025 00:00:00,9.42
id_7,02/03/2025 00:00:00,11.23
id_0,02/04/2025 00:00:00,12.31
id_1,02/04/2025 00:00:00,17.09
id_2,02/04/2025 00:00:00,10.92
id_3,02/04/2025 00:00:00,17.94
id_4,02/04/2025 00:00:00,15.57
id_5,02/04/2025 00:00:00,9.76
id_6,02/04/2025 00:00:00,9.14
id_7,02/04/2025 00:00:00,11.09
id_0,02/05/2025 00:00:00,12.34
id_1,02/05/2025 00:00:00,17.2
id_2,02/05/2025 00:00:00,10.75
id_3,02/05/2025 00:00:00,17.81
id_4,02/05/2025 00:00:00,15.63
id_5,02/05/2025 00:00:00,9.64
id_6,02/05/2025 00:00:00,9.42
id_7,02/05/2025 00:00:00,11.25
id_0,02/06/2025 00:00:00,12.35
id_1,02/06/2025 00:00:00,17.17
id_2,02/06/2025 00:00:00,10.86
id_3,02/06/2025 00:00:00,17.92
id_4,02/06/2025 00:00:00,15.8
id_5,02/06/2025 00:00:00,9.67
id_6,02/06/2025 00:00:00,9.77
id_7,02/06/2025 00:00:00,11.88
id_0,02/07/2025 00:00:00,12.48
id_1,02/07/2025 00:00:00,17.13
id_2,02/07/2025 00:00:00,10.87
id_3,02/07/2025 00:00:00,18.06
id_4,02/07/2025 00:00:00,15.9
id_5,02/07/2025 00:00:00,9.56
id_6,02/07/2025 00:00:00,9.66
id_7,02/07/2025 00:00:00,11.87
id_0,02/10/2025 00:00:00,12.52
id_1,02/10/2025 00:00:00,17.19
id_2,02/10/2025 00:00:00,11.02
id_3,02/10/2025 00:00:00,17.34
id_4,02/10/2025 00:00:00,15.75
id_5,02/10/2025 00:00:00,9.69
id_6,02/10/2025 00:00:00,9.67
id_7,02/10/2025 00:00:00,12.06
id_0,02/11/2025 00:00:00,12.68
id_1,02/11/2025 00:00:00,17.27
id_2,02/11/2025 00:00:00,11.27
id_3,02/11/2025 00:00:00,17.69
id_4,02/11/2025 00:00:00,15.52
id_5,02/11/2025 00:00:00,9.41
id_6,02/11/2025 00:00:00,9.62
id_7,02/11/2025 00:00:00,12.21
id_0,02/12/2025 00:00:00,12.52
id_1,02/12/2025 00:00:00,17.14
id_2,02/12/2025 00:00:00,11.03
id_3,02/12/2025 00:00:00,17.57
id_4,02/12/2025 00:00:00,16.13
id_5,02/12/2025 00:00:00,9.57
id_6,02/12/2025 00:00:00,9.79
id_7,02/12/2025 00:00:00,12.59
id_0,02/13/2025 00:00:00,12.57
id_1,02/13/2025 00:00:00,16.94
id_2,02/13/2025 00:00:00,10.99
id_3,02/13/2025 00:00:00,18.09
id_4,02/13/2025 00:00:00,16.25
id_5,02/13/2025 00:00:00,9.59
id_6,02/13/2025 00:00:00,9.52
id_7,02/13/2025 00:00:00,12.07
id_0,02/14/2025 00:00:00,12.65
id_1,02/14/2025 00:00:00,16.95
id_2,02/14/2025 00:00:00,10.73
id_3,02/14/2025 00:00:00,17.52
id_4,02/14/2025 00:00:00,16.28
id_5,02/14/2025 00:00:00,9.63
id_6,02/14/2025 00:00:00,9.64
id_7,02/14/2025 00:00:00,12.45
id_0,02/17/2025 00:00:00,12.46
id_1,02/17/2025 00:00:00,16.64
id_2,02/17/2025 00:00:00,10.8
id_3,02/17/2025 00:00:00,17.47
id_4,02/17/2025 00:00:00,16.38
id_5,02/17/2025 00:00:00,9.59
id_6,02/17/2025 00:00:00,9.6
id_7,02/17/2025 00:00:00,12.24
id_0,02/18/2025 00:00:00,12.46
id_1,02/18/2025 00:00:00,17.09
id_2,02/18/2025 00:00:00,11.14
id_3,02/18/2025 00:00:00,18.41
id_4,02/18/2025 00:00:00,16.43
id_5,02/18/2025 00:00:00,9.75
id_6,02/18/2025 00:00:00,9.54
id_7,02/18/2025 00:00:00,12.41
id_0,02/19/2025 00:00:00,12.31
id_1,02/19/2025 00:00:00,16.84
id_2,02/19/2025 00:00:00,11.09
id_3,02/19/2025 00:00:00,17.81
id_4,02/19/2025 00:00:00,16.37
id_5,02/19/2025 00:00:00,9.98
id_6,02/19/2025 00:00:00,9.68
id_7,02/19/2025 00:00:00,12.5
id_0,02/20/2025 00:00:00,12.34
id_1,02/20/2025 00:00:00,16.71
id_2,02/20/2025 00:00:00,11.02
id_3,02/20/2025 00:00:00,17.32
id_4,02/20/2025 00:00:00,16.07
id_5,02/20/2025 00:00:00,10.03
id_6,02/20/2025 00:00:00,9.61
id_7,02/20/2025 00:00:00,12.58
id_0,02/21/2025 00:00:00,12.4
id_1,02/21/2025 00:00:00,16.75
id_2,02/21/2025 00:00:00,11.03
id_3,02/21/2025 00:00:00,17.98
id_4,02/21/2025 00:00:00,16.46
id_5,02/21/2025 00:00:00,9.86
id_6,02/21/2025 00:00:00,9.48
id_7,02/21/2025 00:00:00,12.73
id_0,02/24/2025 00:00:00,12.4
id_1,02/24/2025 00:00:00,16.5
id_2,02/24/2025 00:00:00,10.83
id_3,02/24/2025 00:00:00,17.83
id_4,02/24/2025 00:00:00,16.67
id_5,02/24/2025 00:00:00,9.97
id_6,02/24/2025 00:00:00,9.76
id_7,02/24/2025 00:00:00,13.08
id_0,02/25/2025 00:00:00,12.43
id_1,02/25/2025 00:00:00,16.69
id_2,02/25/2025 00:00:00,10.92
id_3,02/25/2025 00:00:00,18.74
id_4,02/25/2025 00:00:00,16.16
id_5,02/25/2025 00:00:00,9.97
id_6,02/25/2025 00:00:00,9.63
id_7,02/25/2025 00:00:00,12.73
id_0,02/26/2025 00:00:00,12.4
id_1,02/26/2025 00:00:00,17.06
id_2,02/26/2025 00:00:00,10.71
id_3,02/26/2025 00:00:00,18.7
id_4,02/26/2025 00:00:00,16.36
id_5,02/26/2025 00:00:00,10.22
id_6,02/26/2025 00:00:00,9.35
id_7,02/26/2025 00:00:00,12.46
id_0,02/27/2025 00:00:00,12.47
id_1,02/27/2025 00:00:00,16.87
id_2,02/27/2025 00:00:00,10.68
id_3,02/27/2025 00:00:00,18.23
id_4,02/27/2025 00:00:00,16.07
id_5,02/27/2025 00:00:00,10.35
id_6,02/27/2025 00:00:00,9.12
id_7,02/27/2025 00:00:00,12.9
id_0,02/28/2025 00:00:00,12.3
id_1,02/28/2025 00:00:00,16.83
id_2,02/28/2025 00:00:00,10.53
id_3,02/28/2025 00:00:00,18.24
id_4,02/28/2025 00:00:00,15.78
id_5,02/28/2025 00:00:00,10.45
id_6,02/28/2025 00:00:00,9.18
id_7,02/28/2025 00:00:00,12.86
id_0,03/03/2025 00:00:00,12.2
id_1,03/03/2025 00:00:00,16.85
id_2,03/03/2025 00:00:00,10.67
id_3,03/03/2025 00:00:00,18
id_4,03/03/2025 00:00:00,15.79
id_5,03/03/2025 00:00:00,10.58
id_6,03/03/2025 00:00:00,9.74
id_7,03/03/2025 00:00:00,13.49
id_0,03/04/2025 00:00:00,12.23
id_1,03/04/2025 00:00:00,16.74
id_2,03/04/2025 00:00:00,10.55
id_3,03/04/2025 00:00:00,18.14
id_4,03/04/2025 00:00:00,15.51
id_5,03/04/2025 00:00:00,10.4
id_6,03/04/2025 00:00:00,9.28
id_7,03/04/2025 00:00:00,13.6
id_0,03/05/2025 00:00:00,12.13
id_1,03/05/2025 00:00:00,16.84
id_2,03/05/2025 00:00:00,10.51
id_3,03/05/2025 00:00:00,18.4
id_4,03/05/2025 00:00:00,15.87
id_5,03/05/2025 00:00:00,10.69
id_6,03/05/2025 00:00:00,9.57
id_7,03/05/2025 00:00:00,13.73
id_0,03/06/2025 00:00:00,12.14
id_1,03/06/2025 00:00:00,17.01
id_2,03/06/2025 00:00:00,10.44
id_3,03/06/2025 00:00:00,18.67
id_4,03/06/2025 00:00:00,15.77
id_5,03/06/2025 00:00:00,10.57
id_6,03/06/2025 00:00:00,9
id_7,03/06/2025 00:00:00,13.43
id_0,03/07/2025 00:00:00,12.21
id_1,03/07/2025 00:00:00,16.98
id_2,03/07/2025 00:00:00,10.44
id_3,03/07/2025 00:00:00,18.71
id_4,03/07/2025 00:00:00,15.56
id_5,03/07/2025 00:00:00,10.5
id_6,03/07/2025 00:00:00,8.89
id_7,03/07/2025 00:00:00,13.53
id_0,03/10/2025 00:00:00,12.4
id_1,03/10/2025 00:00:00,17.07
id_2,03/10/2025 00:00:00,10.53
id_3,03/10/2025 00:00:00,19.66
id_4,03/10/2025 00:00:00,15.49
id_5,03/10/2025 00:00:00,10.27
id_6,03/10/2025 00:00:00,8.72
id_7,03/10/2025 00:00:00,13.74
id_0,03/11/2025 00:00:00,12.37
id_1,03/11/2025 00:00:00,16.77
id_2,03/11/2025 00:00:00,10.7
id_3,03/11/2025 00:00:00,19.99
id_4,03/11/2025 00:00:00,15.35
id_5,03/11/2025 00:00:00,10.16
id_6,03/11/2025 00:00:00,8.96
id_7,03/11/2025 00:00:00,13.53
id_0,03/12/2025 00:00:00,12.53
id_1,03/12/2025 00:00:00,16.73
id_2,03/12/2025 00:00:00,10.78
id_3,03/12/2025 00:00:00,20.25
id_4,03/12/2025 00:00:00,15.45
id_5,03/12/2025 00:00:00,10.21
id_6,03/12/2025 00:00:00,9.2
id_7,03/12/2025 00:00:00,12.95
id_0,03/13/2025 00:00:00,12.57
id_1,03/13/2025 00:00:00,16.59
id_2,03/13/2025 00:00:00,10.83
id_3,03/13/2025 00:00:00,19.52
id_4,03/13/2025 00:00:00,15.23
id_5,03/13/2025 00:00:00,10.27
id_6,03/13/2025 00:00:00,9.2
id_7,03/13/2025 00:00:00,12.6
id_0,03/14/2025 00:00:00,12.36
id_1,03/14/2025 00:00:00,16.78
id_2,03/14/2025 00:00:00,10.94
id_3,03/14/2025 00:00:00,20.29
id_4,03/14/2025 00:00:00,15.14
id_5,03/14/2025 00:00:00,10.39
id_6,03/14/2025 00:00:00,9.06
id_7,03/14/2025 00:00:00,12.89
id_0,03/17/2025 00:00:00,12.46
id_1,03/17/2025 00:00:00,16.71
id_2,03/17/2025 00:00:00,10.57
id_3,03/17/2025 00:00:00,19.66
id_4,03/17/2025 00:00:00,14.89
id_5,03/17/2025 00:00:00,10.7
id_6,03/17/2025 00:00:00,9.46
id_7,03/17/2025 00:00:00,12.81
id_0,03/18/2025 00:00:00,12.45
id_1,03/18/2025 00:00:00,16.88
id_2,03/18/2025 00:00:00,10.78
id_3,03/18/2025 00:00:00,20.34
id_4,03/18/2025 00:00:00,15.01
id_5,03/18/2025 00:00:00,10.8
id_6,03/18/2025 00:00:00,9.23
id_7,03/18/2025 00:00:00,13.74
id_0,03/19/2025 00:00:00,12.43
id_1,03/19/2025 00:00:00,17
id_2,03/19/2025 00:00:00,11.08
id_3,03/19/2025 00:00:00,19.33
id_4,03/19/2025 00:00:00,14.98
id_5,03/19/2025 00:00:00,10.73
id_6,03/19/2025 00:00:00,9.43
id_7,03/19/2025 00:00:00,13.72
id_0,03/20/2025 00:00:00,12.37
id_1,03/20/2025 00:00:00,16.77
id_2,03/20/2025 00:00:00,11
id_3,03/20/2025 00:00:00,19.32
id_4,03/20/2025 00:00:00,14.97
id_5,03/20/2025 00:00:00,10.9
id_6,03/20/2025 00:00:00,9.23
id_7,03/20/2025 00:00:00,14.49
id_0,03/21/2025 00:00:00,12.58
id_1,03/21/2025 00:00:00,16.67
id_2,03/21/2025 00:00:00,11.05
id_3,03/21/2025 00:00:00,19.27
id_4,03/21/2025 00:00:00,14.96
id_5,03/21/2025 00:00:00,10.68
id_6,03/21/2025 00:00:00,8.8
id_7,03/21/2025 00:00:00,14.27
id_0,03/24/2025 00:00:00,12.62
id_1,03/24/2025 00:00:00,16.61
id_2,03/24/2025 00:00:00,11.07
id_3,03/24/2025 00:00:00,18.88
id_4,03/24/2025 00:00:00,15.09
id_5,03/24/2025 00:00:00,10.51
id_6,03/24/2025 00:00:00,8.96
id_7,03/24/2025 00:00:00,14.41
id_0,03/25/2025 00:00:00,12.73
id_1,03/25/2025 00:00:00,16.67
id_2,03/25/2025 00:00:00,11.39
id_3,03/25/2025 00:00:00,19.77
id_4,03/25/2025 00:00:00,14.92
id_5,03/25/2025 00:00:00,10.55
id_6,03/25/2025 00:00:00,9.05
id_7,03/25/2025 00:00:00,14.06
id_0,03/26/2025 00:00:00,12.9
id_1,03/26/2025 00:00:00,16.74
id_2,03/26/2025 00:00:00,11.3
id_3,03/26/2025 00:00:00,19.69
id_4,03/26/2025 00:00:00,14.91
id_5,03/26/2025 00:00:00,10.79
id_6,03/26/2025 00:00:00,8.8
id_7,03/26/2025 00:00:00,13.75
id_0,03/27/2025 00:00:00,13.03
id_1,03/27/2025 00:00:00,16.81
id_2,03/27/2025 00:00:00,11.37
id_3,03/27/2025 00:00:00,19.9
id_4,03/27/2025 00:00:00,14.93
id_5,03/27/2025 00:00:00,10.78
id_6,03/27/2025 00:00:00,8.57
id_7,03/27/2025 00:00:00,13.3
id_0,03/28/2025 00:00:00,13.05
id_1,03/28/2025 00:00:00,16.92
id_2,03/28/2025 00:00:00,11.51
id_3,03/28/2025 00:00:00,19.85
id_4,03/28/2025 00:00:00,14.88
id_5,03/28/2025 00:00:00,10.71
id_6,03/28/2025 00:00:00,8.62
id_7,03/28/2025 00:00:00,12.9
id_0,03/31/2025 00:00:00,13.4
id_1,03/31/2025 00:00:00,17.11
id_2,03/31/2025 00:00:00,11.59
id_3,03/31/2025 00:00:00,20.51
id_4,03/31/2025 00:00:00,14.57
id_5,03/31/2025 00:00:00,10.86
id_6,03/31/2025 00:00:00,8.54
id_7,03/31/2025 00:00:00,13.32
id_0,04/01/2025 00:00:00,13.28
id_1,04/01/2025 00:00:00,17.03
id_2,04/01/2025 00:00:00,11.58
id_3,04/01/2025 00:00:00,20.17
id_4,04/01/2025 00:00:00,14.52
id_5,04/01/2025 00:00:00,11.01
id_6,04/01/2025 00:00:00,8.84
id_7,04/01/2025 00:00:00,13.33
id_0,04/02/2025 00:00:00,13.49
id_1,04/02/2025 00:00:00,17.2
id_2,04/02/2025 00:00:00,11.92
id_3,04/02/2025 00:00:00,20.25
id_4,04/02/2025 00:00:00,14.11
id_5,04/02/2025 00:00:00,10.78
id_6,04/02/2025 00:00:00,8.59
id_7,04/02/2025 00:00:00,13.41
id_0,04/03/2025 00:00:00,13.58
id_1,04/03/2025 00:00:00,16.92
id_2,04/03/2025 00:00:00,11.72
id_3,04/03/2025 00:00:00,20.37
id_4,04/03/2025 00:00:00,13.97
id_5,04/03/2025 00:00:00,10.59
id_6,04/03/2025 00:00:00,8.79
id_7,04/03/2025 00:00:00,13.26
id_0,04/04/2025 00:00:00,13.55
id_1,04/04/2025 00:00:00,16.55
id_2,04/04/2025 00:00:00,11.3
id_3,04/04/2025 00:00:00,20.57
id_4,04/04/2025 00:00:00,14
id_5,04/04/2025 00:00:00,10.49
id_6,04/04/2025 00:00:00,9
id_7,04/04/2025 00:00:00,13.48
id_0,04/07/2025 00:00:00,13.62
id_1,04/07/2025 00:00:00,16.45
id_2,04/07/2025 00:00:00,11.44
id_3,04/07/2025 00:00:00,20.69
id_4,04/07/2025 00:00:00,14.08
id_5,04/07/2025 00:00:00,10.55
id_6,04/07/2025 00:00:00,9.16
id_7,04/07/2025 00:00:00,13.35
id_0,04/08/2025 00:00:00,13.58
id_1,04/08/2025 00:00:00,16.48
id_2,04/08/2025 00:00:00,11.09
id_3,04/08/2025 00:00:00,20.89
id_4,04/08/2025 00:00:00,14.21
id_5,04/08/2025 00:00:00,10.6
id_6,04/08/2025 00:00:00,8.98
id_7,04/08/2025 00:00:00,13.38
id_0,04/09/2025 00:00:00,13.66
id_1,04/09/2025 00:00:00,16.47
id_2,04/09/2025 00:00:00,11.05
id_3,04/09/2025 00:00:00,21.09
id_4,04/09/2025 00:00:00,14.2
id_5,04/09/2025 00:00:00,10.5
id_6,04/09/2025 00:00:00,8.52
id_7,04/09/2025 00:00:00,13.66
id_0,04/10/2025 00:00:00,13.74
id_1,04/10/2025 00:00:00,16.52
id_2,04/10/2025 00:00:00,11.09
id_3,04/10/2025 00:00:00,20.68
id_4,04/10/2025 00:00:00,14.08
id_5,04/10/2025 00:00:00,10.33
id_6,04/10/2025 00:00:00,8.53
id_7,04/10/2025 00:00:00,13.16
id_0,04/11/2025 00:00:00,13.82
id_1,04/11/2025 00:00:00,16.69
id_2,04/11/2025 00:00:00,11.12
id_3,04/11/2025 00:00:00,20.7
id_4,04/11/2025 00:00:00,14.11
id_5,04/11/2025 00:00:00,10.11
id_6,04/11/2025 00:00:00,8.34
id_7,04/11/2025 00:00:00,12.96
id_0,04/14/2025 00:00:00,13.62
id_1,04/14/2025 00:00:00,16.42
id_2,04/14/2025 00:00:00,10.88
id_3,04/14/2025 00:00:00,19.68
id_4,04/14/2025 00:00:00,14.36
id_5,04/14/2025 00:00:00,10.25
id_6,04/14/2025 00:00:00,8.59
id_7,04/14/2025 00:00:00,13.42
id_0,04/15/2025 00:00:00,13.58
id_1,04/15/2025 00:00:00,16.4
id_2,04/15/2025 00:00:00,10.81
id_3,04/15/2025 00:00:00,19.8
id_4,04/15/2025 00:00:00,14.4
id_5,04/15/2025 00:00:00,10.65
id_6,04/15/2025 00:00:00,8.48
id_7,04/15/2025 00:00:00,13.57
id_0,04/16/2025 00:00:00,13.35
id_1,04/16/2025 00:00:00,15.67
id_2,04/16/2025 00:00:00,10.42
id_3,04/16/2025 00:00:00,19.41
id_4,04/16/2025 00:00:00,14.33
id_5,04/16/2025 00:00:00,10.93
id_6,04/16/2025 00:00:00,8.69
id_7,04/16/2025 00:00:00,14.31
id_0,04/17/2025 00:00:00,13.33
id_1,04/17/2025 00:00:00,15.77
id_2,04/17/2025 00:00:00,10.46
id_3,04/17/2025 00:00:00,19.51
id_4,04/17/2025 00:00:00,14.3
id_5,04/17/2025 00:00:00,10.73
id_6,04/17/2025 00:00:00,9.03
id_7,04/17/2025 00:00:00,14.66
id_0,04/22/2025 00:00:00,13.42
id_1,04/22/2025 00:00:00,15.83
id_2,04/22/2025 00:00:00,10.13
id_3,04/22/2025 00:00:00,19.26
id_4,04/22/2025 00:00:00,14.51
id_5,04/22/2025 00:00:00,10.67
id_6,04/22/2025 00:00:00,9.37
id_7,04/22/2025 00:00:00,14.48
id_0,04/23/2025 00:00:00,13.49
id_1,04/23/2025 00:00:00,15.99
id_2,04/23/2025 00:00:00,10.41
id_3,04/23/2025 00:00:00,19.53
id_4,04/23/2025 00:00:00,14.26
id_5,04/23/2025 00:00:00,10.47
id_6,04/23/2025 00:00:00,9.01
id_7,04/23/2025 00:00:00,14.2
id_0,04/24/2025 00:00:00,13.67
id_1,04/24/2025 00:00:00,16.32
id_2,04/24/2025 00:00:00,10.51
id_3,04/24/2025 00:00:00,20.26
id_4,04/24/2025 00:00:00,14.37
id_5,04/24/2025 00:00:00,10.34
id_6,04/24/2025 00:00:00,9.12
id_7,04/24/2025 00:00:00,14.08
id_0,04/25/2025 00:00:00,13.78
id_1,04/25/2025 00:00:00,16.37
id_2,04/25/2025 00:00:00,10.44
id_3,04/25/2025 00:00:00,20.59
id_4,04/25/2025 00:00:00,14.43
id_5,04/25/2025 00:00:00,10.55
id_6,04/25/2025 00:00:00,9.03
id_7,04/25/2025 00:00:00,13.72
id_0,04/28/2025 00:00:00,13.57
id_1,04/28/2025 00:00:00,16.54
id_2,04/28/2025 00:00:00,10.71
id_3,04/28/2025 00:00:00,20.74
id_4,04/28/2025 00:00:00,14.33
id_5,04/28/2025 00:00:00,10.36
id_6,04/28/2025 00:00:00,9.01
id_7,04/28/2025 00:00:00,13.79
id_0,04/29/2025 00:00:00,13.71
id_1,04/29/2025 00:00:00,16.37
id_2,04/29/2025 00:00:00,10.56
id_3,04/29/2025 00:00:00,19.81
id_4,04/29/2025 00:00:00,14.61
id_5,04/29/2025 00:00:00,10.53
id_6,04/29/2025 00:00:00,9.32
id_7,04/29/2025 00:00:00,13.5
id_0,04/30/2025 00:00:00,13.75
id_1,04/30/2025 00:00:00,16.1
id_2,04/30/2025 00:00:00,10.55
id_3,04/30/2025 00:00:00,19.61
id_4,04/30/2025 00:00:00,14.67
id_5,04/30/2025 00:00:00,10.72
id_6,04/30/2025 00:00:00,9.34
id_7,04/30/2025 00:00:00,13.88
id_0,05/01/2025 00:00:00,13.82
id_1,05/01/2025 00:00:00,16.49
id_2,05/01/2025 00:00:00,10.68
id_3,05/01/2025 00:00:00,20.66
id_4,05/01/2025 00:00:00,14.57
id_5,05/01/2025 00:00:00,10.65
id_6,05/01/2025 00:00:00,9.02
id_7,05/01/2025 00:00:00,14.09
id_0,05/02/2025 00:00:00,13.81
id_1,05/02/2025 00:00:00,16.88
id_2,05/02/2025 00:00:00,10.73
id_3,05/02/2025 00:00:00,21.2
id_4,05/02/2025 00:00:00,14.33
id_5,05/02/2025 00:00:00,10.45
id_6,05/02/2025 00:00:00,9.09
id_7,05/02/2025 00:00:00,14.45
id_0,05/05/2025 00:00:00,13.74
id_1,05/05/2025 00:00:00,16.6
